id,person_name,nine_box_category,adjusted,reviewed,label,feedback_len,num_of_sent,performance_class,potential_class,feedback_clean,data_type
295,Lacey Thomas,"Category 4: 'Inconsistent Player' (Low performance, Moderate potential)",FALSE,FALSE,3,265,4,0,1,i believe lacey thomas would benefit from goal setting laceys work ha many ups and down she ha the determination to become a solid performer however she seems to lack focus on many day she is a shining star but her low producing day make her a gamble,train
10019,Kieran Clarke,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,TRUE,4,240,4,1,1,kieran is a valued team member kieran try hard but show potential for further growth kieran could show more dedication to task at hand and focus to improve work performance kieran is a good fit for their current role in the company,train
10020,Kieran Clarke,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,190,2,1,1,kieran is a linchpin of the team and a dependable worker can be trusted with task of moderate complexity and excellent interpersonal skill potential management material in the future,train
10007,Harvey Watts,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",TRUE,TRUE,4,364,5,1,1,harvey watt is definitely a team player with high communication skill he handle lot of daily task without hesitation and provide useful feedback in meeting he often request coaching and validation on multiple stage of an assigned project he doe not usually handle or lead a project independently he is more comfortable provide support with excellency,train
631,Jamari Roberts,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",TRUE,TRUE,4,488,4,1,1,jamari is a solid member of our team who always willing to volunteer and help out colleague who are struggling to meet their deadline sometimes this jeopardizes his own work however when he left scrambling to meet the deadline his client have set for him i have spoken with jamari about his time management skill and he gotten much better about setting boundary for himself i anticipate that his work product will really improve now that he juggling le on his plate,train
610,Owen Hamilton,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",TRUE,TRUE,4,473,4,1,1,owen ha shown promising result this quarter he submits report regularly and on time and he ha only one minor accounting error on record which he apologized for and fixed in time for tax season he ha room for improvement however a he should continue to check his work for error and missing information since he is prone to small error and careless mistake this should not be a problem though since many of these error would only take 5 minute to correct,train
591,Noel Chapman,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",TRUE,TRUE,4,320,4,1,1,noel chapman ha done a good job of completing task thus far chapman ha an easy way with colleague that could go a long way towards a promotion chapman could improve on goal setting and reaching those goal chapman is detail oriented and i believe sometimes let those detail get in the way of completing work,train
491,Jessica Black,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",TRUE,TRUE,4,309,4,1,1,jessica ha the capacity to develop her skillset and innate talent to achieve more in our organization jessica should work to apply her skill in different area she should consider asking for additional assignment that would interest and challenge her jessica is not functioning up to her full capacity,train
404,Alex Watts,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,485,6,1,1,alex turn in work thats solidly reliable i can trust that he done all the due diligence requested of him by the client however he sometimes rush through his work since he too eager to take on additional project on his plate this result in work product that ha a few error here and there weve discussed the need to slow down a bit so he ha time to proofread all his draft he committed to doing so so im confident that his work will improve a bit moving forward,train
413,Bobby Lowe,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,295,4,1,1,bobby performance with the company so far would rate a average all around he ha shown decent aptitude for the work he doe he also ha shown some capacity for growth even if somewhat limited overall he a middleofthepack employee who doing well but also isnt blowing anyone away,train
412,Bobby Lowe,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,TRUE,4,546,5,1,1,bobby work is always flawless and i can trust that it in good shape to send directly to a client without much review on my part however he pay such close attention to detail that he often unwilling to let go of a draft until he deems it perfect this mean he miss some key deadline along the way ive spoken with him about this issue and he willing to focus on his time management a an area of development however he such a perfectionist that im not sure whether hell be able to make significant improvement in this area,train
411,Bobby Lowe,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,251,6,1,1,bobby lowe is a good worker he ha done well this year we would like to see more from him he work well with the team but his work is of average quality he doe not go above and beyond in his work his work is quality but could be improved upon,train
410,Bobby Lowe,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,317,5,1,1,bobby is a solid standard employee he is a very consistent worker and usually produce quality work he sometimes make error but is generally detail orientated he also ha shown good learning skill and seek to improve himself regularly he is a solid player and with lot of experience he may be able to improve,train
408,Alex Watts,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,226,4,1,1,alex is a decent performer of his duty his work ha been solid all around he ha also shown some promise a far a learning skill outside of his job description on the whole he fall somewhere in the middle of the pack,train
407,Alex Watts,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,390,6,1,1,alexs work is greatly appreciated he achieves at the level that is expected of him and complies with what is expected he is a valuable asset to our team i would like to see alex to strive to go above and behind in his work i believe that he ha great potential to become a more critical component within the company alex can strive to improve his communication skill in specifically,train
406,Alex Watts,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,379,4,1,1,alex is a stable and consistent working on the team he doe what is required and necessary for the job and doe it with minimal effort alex ha a solid understand of his job and communicates well with others alex ha been in his position an adequate amount of time and we would encourage him to take on additional task and learn new task to assist in career development,train
405,Alex Watts,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",TRUE,TRUE,4,237,4,1,1,alex watt is one of my favorite people to work with he demonstrates constant love for his job and for his coworkers he is an essential member of our team and he is the foundation of the work that we do alex is truly a core player,train
403,Joseph Burke,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,200,4,1,1,joseph burke is an important member of our team he work at a good pace with good result he is always finishing his task on time he will have a good future in the company a long a he work hard,train
10021,Kieran Clarke,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,307,4,1,1,kieran clarke ha shown a consistent approach to the problem that have crossed his path a an asset to the team he ha shown he can maintain a level of work required his intent should be nurtured so a to achieve the best out of him kieran should be happy with the regularity and commitment to the team,train
418,Andrea Thomas,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",TRUE,TRUE,4,243,4,1,1,andrea work well in all area of data entry her high performance of 230 kpm when doing numerical entry is exceptional she work hard at what she doe and completes her work in a timely manner i think she could handle more responsibility,train
10022,Kieran Clarke,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,297,4,1,1,kieran is motivated and show initiative when it come to the task assigned they are able to deliver what is asked one possible area of improvement is they ought to proactive in taking responsibility without waiting for work to be assigned if that is taken care they would fly really high,train
10228,Thaddeus Burgess,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,313,4,1,1,t burgess ha shown a fair level of effort in their job thus far they usually contribute to the company in positive way they regularly display team effort and are adept at accomplishing most task if they would engage in more passion and drive in their current position they could be an outstanding employee,train
10037,Moises Houston,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",TRUE,TRUE,4,308,5,1,1,moises is conscientious about her work and i know i can trust her to get the job done well she sometimes stretch herself too thin though when this happens her work product ha minor typo and error in it however i am confident shell go far in our department with her work ethic the sky is the limit,train
402,Joseph Burke,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,162,2,1,1,joseph is never leave early and adhere to all company break timeshe find new solution any complex problem he is fair treat everyone in his office a an equal,train
515,Jaxson Giles,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",TRUE,TRUE,4,296,4,1,1,jaxson giles work very hard to understand the task set before him he take a little longer to learn those skill but when he learns them he doe them well he need to work on time management to give himself time to check over his work he seems eager to please and work well with the team,train
496,Kallie Beard,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",TRUE,TRUE,4,409,4,1,1,kallie may not seem like a top worker in her result but based on her intangible she could possibly grow into strong worker here her attitude and attention to detail are certainly asset that she can leverage perhaps if she were put in a different position she might have a better opportunity to succeed the potential is definitely there we just need to find a way to let her fully utilize her talent,train
10222,Andy Kennedy,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",TRUE,TRUE,4,249,4,1,1,andy kennedy ha been working with a varied approach at time his promise ha shown with rewarding outcome at other time he ha let himself down with that being said he will continue to improve with the right guidance and nurture from the team,train
10217,Dean Phillips,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",TRUE,TRUE,4,372,5,1,1,dean is a great member of the team he accomplishes every task satisfactorily and the team respect his contribution a particularly good contribution wa stepping up to stay late when we recently had a couple member out sick though dean may not be seen a a natural leader he is welcomed to join our program for top employee some become manager or supervisor,train
10186,Logan Russell,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,TRUE,4,390,4,1,1,logan is a normal employee his performance are not bad but not excellent he is doing some sale and his number show u that he is not bad he is always willing to take the hardest customer to deal with and that is why we appreciate him he have a moderate potential in our enterprise because he is not putting a much effort a we want him too overall he not bad but could be better,train
10184,Logan Russell,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,238,4,1,1,logan russell ha shown he ha the making of consistency we have been pleasantly surprised with his work without logan the team would not be a glued together a it is with continued nurture we are happy to develop his skill further,train
10154,Erin Harvey,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",TRUE,TRUE,4,525,4,1,1,erin harvey ha had difficulty getting settled into her position but her immediate superior ha said that she ha produced a few piece of good work that show she could do well a time go on erin arrives on time every day but can often be seen wandering the office chatting to others it is felt that the manager of her department should have a good face to face chat with her about how thing have been going in this discussion her inability to focus well should be addressed but she should be praised on her good work,train
10151,Bethany Cunningham,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",TRUE,TRUE,4,243,4,1,1,bethany cunningham ha been perfecting her skill a a team player her task have been completed with optimal skill at the present time we are hoping to nurture her talent further so far she ha shown she ha the continued resilience needed,train
10147,Rebecca Murphy,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,408,4,1,1,rebecca is a key player on our team she ha a thorough grasp on most core area of her job function however she doe need to work on submitting her work in a timely manner rebecca work well with the rest of her department and she ha shown great improvement in her active listening skill this quarter rebecca is a great fit for her role and ha room to learn some of the deeper nuance of her position,train
10146,Rebecca Murphy,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,322,4,1,1,rebecca consistently completes her work but doe not excel at it this match her previous behavior and i expect it will stay the same in the future she is dependable for data analytics but her skillset is only average compared to other worker she is a good worker but not in the running for any kind of promotion,train
10145,Rebecca Murphy,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,TRUE,4,303,4,1,1,rebecca show up to literally everything you cant find a project without her name on it nad a host of her colleague with overall positive sentiment about her contribution shes a great team player though she rarely stand out she is solid a a rock and essential to our department functioning,train
10144,Rebecca Murphy,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,317,5,1,1,rebecca murphy is a core player in our company she doesnt slack whatsoever her work is very valued and we can always count on her to perform consistently well she can quickly process information and do task she is a little shaky on instruction sometimes but once theyre read over a couple time shes solid,train
10104,Declan Houghton,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,226,4,1,1,declan houghton is a very consistent part of the team his task finishing ha been consistent and well managed we are hoping that he will continue to be an asset to the team his work and task finishing ha shown consistency,train
10102,Declan Houghton,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,TRUE,4,272,4,1,1,declan houghtan is a very influential player when it come to our business he show pretty good potential and good performance without declan we would have to spend a lot of time training a new person to fill in their big shoe he is very important to our production,train
10090,Joyce Douglas,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",TRUE,TRUE,4,255,4,1,1,joyce douglas is a good asset to the team consistently delivering she can achieve task with good proficiency we have a good relationship with joyce and hope to develop her skill further at present we may not have much to say for her talent moving on,train
10066,Ava West,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,397,4,1,1,overall ava showed a lot of motivation for the job she is always coming on time and bringing new idea to our team she seems to like the job and always provide usefull feedback on our project however sometime she seems a little distracted and that is affecting her potential for the company ava should listen more to our idea and take le space on our team that would increase her potential,train
10065,Ava West,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,196,4,1,1,ava west ha been consistent in many area of her work we have been happy with her skill so far her work ha been at all time of great quality we have much to thank ava for being on the team,train
10058,Jessica Dixon,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,363,4,1,1,jessica can be reliably counted on to deliver result however she ha multiple issue in working with a team and accepting feedback which ha affected project placement nevertheless her competence more than outweighs this issue in case of individual contribution jessica need more time to determine whether or not she is able to accept more responsibility,train
10050,Shannon Harvey,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",TRUE,TRUE,4,241,4,1,1,shannon is dependable clearing her expected work every day she seems happy in her role and unlikely to want to move up the ladder shannon is a great addition to the team and you can ask her for help where needed recommended for project,train
10023,Kieran Clarke,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,195,2,1,1,kieran clarke is a good team player in our teamhe performs exemplary in all assigned duty his potential is moderate though he can still improve he represents the future of the organisation,train
401,Joseph Burke,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,363,6,1,1,joseph ha been with the company for 5 year he is great with coaching junior kind to coworkers however joseph is not actively seeking opportunity to improve himself he is content in showing up getting some work done then leaving compared to some of his coworkers joseph work is le than stellar also some of his work can be done more efficiently,train
339,Tom Williams,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,192,2,1,1,tom williams is a core member of this team he is good at what he doe and pay attention to detail i feel like he could do better in his performance though if given some time to work on it,train
397,Morgan Butler,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",TRUE,TRUE,4,254,4,1,1,morgan can be best characterized a a middleoftheroad employee shes shown both good and bad in her job performance thus far she ha also flashed some possibility for improvement i would rate her a solid overall but nothing especially impressive,train
355,Morgan Butler,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,418,4,1,1,morgan butler while not exceptional in any one facet is fairly reliable and nonabrasive to the workplace environment her work while not great by any stretch of the imagination is neither awful and consistent in it mediocrity nonetheless the greatest gift morgan present to an employer is quiet simply availability i for one am thankful for all of the time morgan ha covered for coworkers on short notice,train
354,Morgan Butler,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,273,4,1,1,morgan butler ha demonstrated solid work this year she is a friendly efficient member of the team she ha shown the ability to adapt quickly to changing demand and work her scheduled hour one area of opportunity is to attend further training related to her job,train
353,Morgan Butler,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,582,5,1,1,morgan sometimes struggle to finish every assignment on her plate but im always happy with the quality of her work for the assignment that she doe submit for example i never have to worry about whether shes done a thorough enough editing job on her report i think that morgan can improve her performance by managing her time better and setting stricter deadline for herself oftentimes she get in a time crunch because she leaf project to the last minute im confident that shell be able to turn this habit around and thus produce better work for me moving forward,train
352,Kyle Lawson,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,207,4,1,1,reliable and hard working much of the time could go far if he applied himself need to consider how much work can be done during his shift always happy to help out just need a continued standard of work,train
350,Kyle Lawson,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,565,5,1,1,this quarter kyle lawson performance in help desk wa fairly good he ha consistently kept his customer satisfaction percentage above 80 and ha a good rapport with the frequent customer since he ha only been with u for about a year we should consider having him spend a few day shadowing bill fry in engineering i think he could benefit by having that insight in the deployment and configuration of the product and we might be able to move him to tier ii he ha a willing and positive attitude and i think he would be up for the extra responsibility,train
348,Morgan Butler,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,219,4,1,1,morgan is meeting expectation morgan delivers solid work and can be relied on to meet deadline and demand morgan is a strong team member morgan is to be commended for his solid contribution to the organization,train
347,Morgan Butler,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,387,5,1,1,morgan butler is a very solid player he know his role in the team and doe the best he can do while he is not a very outgoing person or a playmaker he is a good role player for catchandshoot position he definitely ha potential to be one of the usual rotation player but the lack of defense is what is holding him back he is an average player that doe exactly what is required,train
343,Tom Williams,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,498,5,1,1,tom is a solid member to have on the team i know i can count on him to pull through whenever we have a lastminute deadline to meet he turn in quality work and i never have to question whether he reviewed proofread and copyedited the report he turn in to me at the same time he is sometimes a little sloppy with his research since he gloss over key issue i believe he can grow a bit in this area since he ha signed up to participate in a research training taking place next month,train
342,Tom Williams,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,441,4,1,1,if i had to use one word to describe tom work here it would be solid he got an oldschool bluecollar work ethic that show he can get thing done at a consistent pace but also isnt blowing anyone away with his efficiency he also ha a few intangible that would indicate he could be worth investing training in to move up on the whole he a steady performer with thing he doing well but also area in which he could improve,train
399,Joseph Burke,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,TRUE,4,374,4,1,1,joseph burke showed a modest and average development this quarter although his work ethic isnt subpar or necessary bad he doe get the job done in the future it would be most best to show improvement in the quality of his work and see an increase of workload joseph show a lot of potential for improvement and ha the ability to excel and surpass in his current state,train
338,Tom Williams,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,402,4,1,1,tom produced solid work this quarter that wa consistently of reasonable quality he show potential to improve in the future a he readily adapted to my feedback on his last report i anticipate that tom will be able to produce report more quickly in the future and with fewer round of revision however he seems to have already reached his maximum potential in term of research analysis skill,train
207,Leo Lee,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",TRUE,TRUE,4,355,5,1,1,leo is a solid worker he usually on time and get along with most of our crew his project are pretty much always acceptable and i have very few concern with him ive told him he could improve his attention to detail and he seemed to internalize and apply this feedback very well he is a bright worker who responds to feedback and try to learn,train
131,Esmeralda Langley,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",TRUE,TRUE,4,262,5,1,1,esmeralda work well with others she is considerate of others idea and help to bring out the best in others she doesnt choose to be the center of attention she make others look like star and is content her work ethic is solid but she isnt progressing,train
124,Isabella James,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",TRUE,TRUE,4,254,4,1,1,hi i want to give you a little feedback on my friend isabella james she is starting out and is an average performance artist she sings and dance and doe a lot of art a well a acting she ha been put in a few tv series and hope to be put in more,train
107,Joel Wells,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",TRUE,TRUE,4,366,3,1,1,joel is an able worker who is yet to really develop he show good sign of being able to work well with others but we really want him to push himself to become that worker who stand out joel doe everything right and fit well in the company we are happy to have him but would like that little bit more from him to help the company and his colleague around him,train
106,Joel Wells,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",TRUE,TRUE,4,208,4,1,1,joel is a good worker while it look like he might not get promoted soon there could be promise with a bit of application to the work in hand joel might succeed a little more possible retraining needed,train
340,Tom Williams,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,211,4,1,1,tom ha been steady in his performance his potential is solid and he can do good work for u he can get better in certain area but for now he been good i think he will keep up the solid work in the future,train
359,Alex Watts,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,317,4,1,1,alex is a competent and consistent worker there are certainly no complaint in term of undertaking his work for u and work is completed to a satisfactory level this said there is definitely room for improvement in both the work being carried out alex seems to lack the desire to push further through his career,train
143,Darius Stafford,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",TRUE,TRUE,4,282,4,1,1,darius stafford performed well this quarter but ha room for improvement he is an efficient worker and the team seems to respond well to his management style despite the fact that his performance is satisfactory it is not exemplary he doe not go above and beyond in his work,train
362,Bobby Lowe,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,565,5,1,1,bobby work product is consistently average he always ready and willing to take on new task but he sometimes ha a hard time balancing everything he committed to on his plate moving forward he can improve his performance by being a little more judicious with his time though his work product cover all base currently i think his research analysis skill have room to grow since id like him to make more sophisticated argument in his report in the future i am confident hell be able to do so based on his adaptation of past feedback ive given him,train
360,Alex Watts,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,442,4,1,1,alex ha always completed assignment to my satisfaction however sometimes he turn in report that only state the obvious and it clear that he hasnt thought about more sophisticated argument i believe that he can improve a an employee if he take the time to parse out the nuance in his research material i fully trust that he can grow a bit in this area since ive seen glimmer of smart argument in his submitted work product,train
396,Morgan Butler,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,389,4,1,1,morgan butler work this quarter wa steady a you will recall he cranked out quite a bit of discovery in the amazon matter although he is not long on incisiveness morgan is a team player getting along well with colleague but i would generally describe his work a adequate he can be trusted for everyday work although a mentioned his production wa high in the amazon case,train
395,Morgan Butler,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,303,4,1,1,morgan ha continued to prove himself a a dependable worker he consistently completes his task but more care could be taken to complete them more timely and thoroughly morgan could be ideal a an hourly supervisor if the opportunity arises he need to continue to improve on his task completion,train
394,Morgan Butler,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,TRUE,4,340,4,1,1,msbutler is a very good employee who always completes work in a timely and efficient manner she follow instruction and can work both independently and with other with ease she show great potential in her field and continues to grow and advance in her department she show adequate leadership skill but work best a part of the team,train
392,Kyle Lawson,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,498,4,1,1,kyle is popular with client since he can so intuitively meet their need and respond to their request however i sometimes catch an error here or there in his report and want kyle to be more careful about proofreading and spotchecking his draft before turning in final copy to me i believe that kyle can make some improvement in this regard since he is always asking for feedback on his work he proactive but sometimes just not diligent enough to implement all the advice he given,train
386,Finley Harrison,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,341,5,1,1,finley is an average worker with nothing extraordinarily good or bad he consistently make decent quality work he is open to learning but doe not seek to improve himself proactively a much a i would like to he work well with others and is almost always on time overall a solid worker with no fault but no stand out strength either,train
385,Finley Harrison,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,540,4,1,1,finley is a reliable member to have on the team i know that i can ask him to complete a report with a quick 24hour deadline and he will have it back on my desk by then without any spelling error or typo however he sometimes quick to blame others whenever he run into a challenge with his work and this ha caused some personnel issue involving his colleague i believe that he can improve in this area with some coaching since he ha adapted readily to my feedback about other issue relating to his writing style previously,train
384,Finley Harrison,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,400,4,1,1,during this past quarter finley ha performed task asked of her without complain although she ha not gone above and beyond her performance ha not required any reprimand it seems she is still adjusting to her position because when asked her opinion on certain matter she seems hesitant to give true feedback she seems content where she is but i am sure she will come to her own soon enough,train
382,Hannah Woods,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,334,5,1,1,hannah is a strong employee she consistently produce work that meet our expectation she is a dependable worker and ha proven her competency time and time again further more she ha shown the ability to learn and improve herself through hardwork and determination she potential to improve her self more with lot of experience,train
379,Hannah Woods,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,325,4,1,1,hannah is a core contributor to the team when you ask hannah to help you with something you can be sure she will deliver but quality will be moderate hannah ha the potential to better her performance if she can focus on the task better hannah could potentially increase her worth to the organization if she herself more,train
377,Finlay Gardner,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,380,4,1,1,finlay is a great day to day person in the workplace she is very consistent in the way she move in the office and the way she handle her task on the job her potential is average but i think she could be a key piece to the puzzle that is this company finlay could be a key person to help uphold her coworkers that might advance u further with their out of the box thinking,train
378,Finlay Gardner,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,346,4,1,1,finlay ha produced an average quality of work this quarter he submits work on time and his work meet the quality submitted by his colleague finlay should seek to improve his communication skill since he is often quiet at meeting he is encouraged to talk more with his fellow colleague and discus project with others to improve them,train
365,Joseph Cook,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,TRUE,4,237,4,1,1,joseph cook is a consistent performer he always get the basic job done even though he could do better he doe not take a much time a he should to be at a higher performance level he ha shown only moderate potential which is risky,train
366,Joseph Cook,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,311,4,1,1,this worker seems to be on the line between fantastic and ordinary there is a lot of possible potential if they were to show some more energy and motivation around the office nothing this person doe is above and beyond but nothing they do is bad either their work is always acceptable but never impressing,train
363,Bobby Lowe,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,155,3,1,1,bobby lowe is essential to my team he work is consistent and up to par he can remain an asset a long a he continues to work at this satisfactory level,train
368,Joseph Cook,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,393,4,1,1,joseph cook ha been a core player for the company this quarter his performance ha been moderate and he ha completed task a required though not above and beyond expectation joseph ha shown moderate potential from improvement and development he ha skill necessary to be a valuable contributor to our company on a steady basis with the potential to become more with time and effort,train
367,Joseph Cook,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,373,4,1,1,joseph work this quarter ha been wholly acceptable whilst not excelling a highly a his contemporary yet joseph is a consistent and reliable worker with some guidance and assistance from his colleague i can see joseph fulfilling a more important role within the workplace continued effort on his part to improve and take on criticism will only benefit his work,train
370,Jade Mason,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,331,4,1,1,jade is a solid worker who always hold her own while she doe not excel in any field she consistently completes high quality work she is also a solid learner and ha the potential to improve her skill if given the opportunity she is a strong middle of the pack employee with the potential to improve further with experience,train
372,Jade Mason,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,274,4,1,1,jade mason is a well respected in his field of study tomorrow jade will be receiving his degree his most notable work ha been done in the scientific field of astronomy this will an exciting time for jim a he ha studied his whole life to become the leader in the field,train
374,Jade Mason,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,291,4,1,1,jade ha been one of the key player in our team this quarter jade keep all of the main team member informed on job we are working on jade reluctant to offer new idea but always improves in what is presented by other team member in time i feel jade could become a top team member,train
376,Finlay Gardner,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",TRUE,TRUE,4,499,4,1,1,finlay ha shown a work ethic and drive consistent with what we expect from our team while they dont look to expand far outside their sphere of responsibility they consistently deliver result weve seen an uptick in work quality and efficiency with them though it isnt what we expect from someone were searching to fasttrack higher in the company finlay is a great member of the team but i do not believe they are suitable for promotion or advancement at this time or in the near future,train
369,Joseph Cook,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",FALSE,FALSE,4,583,5,1,1,joseph is always responsive to my request and adeptly tailor his report to my feedback his willingness to adapt his work is what make him such a strong player on our team he is humble and extremely receptive to making his work better by incorporating client input and revision from more senior colleague i believe he still ha some room to grow however because sometimes his report have spelling error and grammar mistake these are not a significant issue and they are relatively quick and easy to fix so i believe he can make improvement to the quality of his work,train
10028,Cristian Fleming,"Category 6: 'High Performer' (High performance, Moderate potential)",FALSE,FALSE,5,266,4,2,1,mr fleming is a strong performer in his current position he regularly completes assignment and duty per his job description he can be counted on to perform at a high level at present mr fleming demonstrates some potential for advancement within the company,train
10026,Cristian Fleming,"Category 6: 'High Performer' (High performance, Moderate potential)",FALSE,FALSE,5,308,4,2,1,christian fleming performance this year ha been exceptional christian ha taken the time to learn ask question and quickly adapt to the task at hand and complete them in a timely manner christian work ethic is second to none always learning on the fly and enjoys working a team oriented environment,train
10025,Cristian Fleming,"Category 6: 'High Performer' (High performance, Moderate potential)",FALSE,FALSE,5,451,7,2,1,cristian ha really great performance level however his potential for long term success doe not seem that promising he is not always motivated but when he is he is fantastic the problem is getting him motivated enough to to the job i am not sure if that equates to a good team player he may let the team down during critical moment when his performance is really needed overall i think cristian is a high performer but not very reliable,train
