id,person_name,nine_box_category,feedback,adjusted,reviewed,label,feedback_len,num_of_sent,performance_class,potential_class,data_type
350,Kyle Lawson,"Category 5: 'Core Player' (Moderate performance, Moderate potential)","This quarter, Kyle Lawson performance in help desk was fairly good. He has consistently kept his customer satisfaction percentage above 80%, and has a good rapport with the frequent customers.  Since he has only been with us for about a year, we should consider having him spend a few days shadowing Bill Fry in Engineering. I think he could benefit by having that insight in the deployment and configuration of the product, and we might be able to move him to Tier II. He has a willing and positive attitude and I think he would be up for the extra responsibility.",FALSE,FALSE,4,565,5,1,1,train
348,Morgan Butler,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",Morgan is meeting expectations. Morgan's delivers solid work and can be relied on to meet deadlines and demands. Morgan is a strong team member. Morgan is to be commended for his solid contributions to the organization.,FALSE,FALSE,4,219,4,1,1,train
347,Morgan Butler,"Category 5: 'Core Player' (Moderate performance, Moderate potential)","Morgan Butler is a very solid player. He knows his role in the team and does the best he can do. While he is not a very outgoing person or a playmaker, he is a good role player for catch-and-shoot position. He definitely has potential to be one of the usual rotation players but the lack of defense is what is holding him back. He is an average player that does exactly what is required.",FALSE,FALSE,4,387,5,1,1,train
343,Tom Williams,"Category 5: 'Core Player' (Moderate performance, Moderate potential)","Tom is a solid member to have on the team. I know I can count on him to pull through whenever we have a last-minute deadline to meet. He turns in quality work and I never have to question whether he's reviewed, proofread, and copy-edited the reports he turns in to me. At the same time, he is sometimes a little sloppy with his research since he glosses over key issues. I believe he can grow a bit in this area, since he has signed up to participate in a research training taking place next month.",FALSE,FALSE,4,498,5,1,1,train
342,Tom Williams,"Category 5: 'Core Player' (Moderate performance, Moderate potential)","If I had to use one word to describe Tom's work here, it would be solid. He's got an old-school, blue-collar work ethic that shows he can get things done at a consistent pace, but also isn't blowing anyone away with his efficiency. He also has a few intangibles that would indicate he could be worth investing training in to move up. On the whole, he's a steady performer with things he's doing well but also areas in which he could improve.",FALSE,FALSE,4,441,4,1,1,train
399,Joseph Burke,"Category 5: 'Core Player' (Moderate performance, Moderate potential)","Joseph Burke showed a modest and average development this quarter. Although his work ethic isn't subpar or necessary bad, he does get the job done. In the future it would be most best to show improvement in the quality of his work and see an increase of workload. Joseph shows a lot of potential for improvement and has the ability to excel and surpass in his current state.",FALSE,TRUE,4,374,4,1,1,train
338,Tom Williams,"Category 5: 'Core Player' (Moderate performance, Moderate potential)","Tom produced solid work this quarter that was consistently of reasonable quality. He shows potential to improve in the future as he readily adapted to my feedback on his last report. I anticipate that Tom will be able to produce reports more quickly in the future, and with fewer rounds of revisions. However, he seems to have already reached his maximum potential in terms of research analysis skills.",FALSE,FALSE,4,402,4,1,1,train
207,Leo Lee,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",Leo is a solid worker. He's usually on time and gets along with most of our crew.  His projects are pretty much always acceptable and I have very few concerns with him.  I've told him he could improve his attention to detail and he seemed to internalize and apply this feedback very well. He is a bright worker who responds to feedback and tries to learn.,TRUE,TRUE,4,355,5,1,1,train
131,Esmeralda Langley,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",Esmeralda works well with others. She is considerate of other's ideas and helps to bring out the best in others. She doesn't choose to be the center of attention. She makes others look like stars and is content. Her work ethic is solid but she isn't progressing.,TRUE,TRUE,4,262,5,1,1,train
124,Isabella James,"Category 5: 'Core Player' (Moderate performance, Moderate potential)","Hi I want to give you a little feedback on my friend Isabella James. 
She is starting out and is an average performance artist.
She sings and dances and does a lot of art as well as acting.
She has been put in a few tv series and hopes to be put in more.",TRUE,TRUE,4,254,4,1,1,train
107,Joel Wells,"Category 5: 'Core Player' (Moderate performance, Moderate potential)","Joel is an able worker who is yet to really develop. He shows good signs of being able to work well with others but we really want him to push himself to become that worker who stands out. Joel does everything right and fits well in the company, we are happy to have him but would like that little bit more from him to help the company and his colleagues around him.",TRUE,TRUE,4,366,3,1,1,train
106,Joel Wells,"Category 5: 'Core Player' (Moderate performance, Moderate potential)","Joel is a good worker. While it looks like he might not get promoted soon, there could be promise.
With a bit of application to the work in hand, Joel might succeed a little more. Possible re-training needed.",TRUE,TRUE,4,208,4,1,1,train
340,Tom Williams,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",Tom has been steady in his performance. His potential is solid and he can do good work for us. He can get better in certain areas but for now he's been good. I think he will keep up the solid work in the future.,FALSE,FALSE,4,211,4,1,1,train
359,Alex Watts,"Category 5: 'Core Player' (Moderate performance, Moderate potential)","Alex is a competent and consistent worker. There are certainly no complaints in terms of undertaking his work for us and work is completed to a satisfactory level. This said, there is definitely room for improvement in both the work being carried out. Alex seems to lack the desire to push further through his career.",FALSE,FALSE,4,317,4,1,1,train
143,Darius Stafford,"Category 5: 'Core Player' (Moderate performance, Moderate potential)","Darius Stafford performed well this quarter, but has room for improvement. He is an efficient worker, and the team seems to respond well to his management style. Despite the fact that his performance is satisfactory, it is not exemplary. He does not go above and beyond in his work.",TRUE,TRUE,4,282,4,1,1,train
362,Bobby Lowe,"Category 5: 'Core Player' (Moderate performance, Moderate potential)","Bobby's work product is consistently average. He's always ready and willing to take on new tasks, but he sometimes has a hard time balancing everything he's committed to on his plate. Moving forward he can improve his performance by being a little more judicious with his time. Though his work product covers all bases currently, I think his research analysis skills have room to grow since I'd like him to make more sophisticated arguments in his reports in the future. I am confident he'll be able to do so based on his adaptation of past feedback I've given him.",FALSE,FALSE,4,565,5,1,1,train
360,Alex Watts,"Category 5: 'Core Player' (Moderate performance, Moderate potential)","Alex has always completed assignments to my satisfaction. However, sometimes he turns in reports that only state the obvious, and it's clear that he hasn't thought about more sophisticated arguments. I believe that he can improve as an employee if he takes the time to parse out the nuances in his research materials. I fully trust that he can grow a bit in this area since I've seen glimmers of smart arguments in his submitted work product.",FALSE,FALSE,4,442,4,1,1,train
396,Morgan Butler,"Category 5: 'Core Player' (Moderate performance, Moderate potential)","Morgan Butler's work this quarter was steady.  As you will recall, he cranked out quite a bit of discovery in the Amazon matter, although he is not long on incisiveness.  Morgan is a team player, getting along well with colleagues, but I would generally describe his work as adequate.  He can be trusted for everyday work, although as mentioned, his production was high in the Amazon case.",FALSE,FALSE,4,389,4,1,1,train
395,Morgan Butler,"Category 5: 'Core Player' (Moderate performance, Moderate potential)","Morgan has continued to prove  himself as a dependable worker. He consistently completes his tasks, but more care could be taken to complete them more timely and thoroughly. Morgan could be ideal as an hourly supervisor if the opportunity arises. He needs to continue to improve on  his task completion.",FALSE,FALSE,4,303,4,1,1,train
394,Morgan Butler,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",Ms.Butler is a very good employee who always completes work in a timely and efficient manner. She follow instructions and can work both independently and with other with ease. She shows great potential in her field and continues to grow and advance in her department. She shows adequate leadership skills but works best as part of the team.,FALSE,TRUE,4,340,4,1,1,train
392,Kyle Lawson,"Category 5: 'Core Player' (Moderate performance, Moderate potential)","Kyle is popular with clients since he can so intuitively meet their needs and respond to their requests. However, I sometimes catch an error here or there in his reports, and want Kyle to be more careful about proofreading and spot-checking his drafts before turning in final copies to me. I believe that Kyle can make some improvements in this regard since he is always asking for feedback on his work. He's proactive, but sometimes just not diligent enough to implement all the advice he's given.",FALSE,FALSE,4,498,4,1,1,train
386,Finley Harrison,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",Finley is an average worker with nothing extraordinarily good or bad. He consistently makes decent quality work. He is open to learning but does not seek to improve himself proactively as much as I would like to. He works well with others and is almost always on time. Overall a solid worker with no faults but no stand out strengths either.,FALSE,FALSE,4,341,5,1,1,train
385,Finley Harrison,"Category 5: 'Core Player' (Moderate performance, Moderate potential)","Finley is a reliable member to have on the team. I know that I can ask him to complete a report with a quick 24-hour deadline and he will have it back on my desk by then without any spelling errors or typos. However, he's sometimes quick to blame others whenever he runs into a challenge with his work, and this has caused some personnel issues involving his colleagues. I believe that he can improve in this area with some coaching, since he has adapted readily to my feedback about other issues (relating to his writing style) previously.",FALSE,FALSE,4,540,4,1,1,train
384,Finley Harrison,"Category 5: 'Core Player' (Moderate performance, Moderate potential)","During this past quarter, Finley has performed tasks asked of her without complain. Although she has not gone above and beyond her performance has not required any reprimands. It seems she is still adjusting to her position because when asked her opinion on certain matters, she seems hesitant to give true feedback. She seems content where she is, but I am sure she will come to her own soon enough.",FALSE,FALSE,4,400,4,1,1,train
382,Hannah Woods,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",Hannah is a strong employee. She consistently produces work that meets our expectations. She is a dependable worker and has proven her competency time and time again. Further more she has shown the ability to learn and improve herself through hardwork and determination. She potential to improve her self more with lots of experience.,FALSE,FALSE,4,334,5,1,1,train
379,Hannah Woods,"Category 5: 'Core Player' (Moderate performance, Moderate potential)","Hannah is a core contributor to the team. When you ask Hannah to help you with something you can be sure she will deliver, but quality will be moderate. Hannah has the potential to better her performance if she can focus on the task better. Hannah could potentially increase her worth to the organization if she herself more.",FALSE,FALSE,4,325,4,1,1,train
377,Finlay Gardner,"Category 5: 'Core Player' (Moderate performance, Moderate potential)","Finlay is a great day to day person in the workplace. She is very consistent in the way she moves in the office and the way she handles her tasks on the job. Her potential is average, but I think she could be a key piece to the puzzle that is this company. Finlay could be a key person to help uphold her coworkers that might advance us further with their out of the box thinking.",FALSE,FALSE,4,380,4,1,1,train
378,Finlay Gardner,"Category 5: 'Core Player' (Moderate performance, Moderate potential)","Finlay has produced an average quality of work this quarter. He submits work on time, and his work meets the quality submitted by his colleagues. Finlay should seek to improve his communication skills, since he is often quiet at meetings. He is encouraged to talk more with his fellow colleagues, and discuss projects with others to improve them.",FALSE,FALSE,4,346,4,1,1,train
365,Joseph Cook,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",Joseph Cook is a consistent performer. He always gets the basic job done even though he could do better. He does not take as much time as he should to be at a higher performance level. He has shown only moderate potential which is risky.,FALSE,TRUE,4,237,4,1,1,train
366,Joseph Cook,"Category 5: 'Core Player' (Moderate performance, Moderate potential)","This worker seems to be on the line between fantastic and ordinary. There is a lot of possible potential if they were to show some more energy and motivation around the office. Nothing this person does is above and beyond, but nothing they do is bad either. Their work is always acceptable but never impressing.",FALSE,FALSE,4,311,4,1,1,train
363,Bobby Lowe,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",Bobby Lowe is essential to my team. He work is consistent and up to par. He can remain an asset as long as he continues to work at this satisfactory level.,FALSE,FALSE,4,155,3,1,1,train
368,Joseph Cook,"Category 5: 'Core Player' (Moderate performance, Moderate potential)","Joseph Cook has been a core player for the company this quarter. His performance has been moderate and he has completed tasks as required, though not above and beyond expectations. Joseph has shown moderate potential from improvement and development. He has skills necessary to be a valuable contributor to our company on a steady basis, with the potential to become more with time and effort.",FALSE,FALSE,4,393,4,1,1,train
367,Joseph Cook,"Category 5: 'Core Player' (Moderate performance, Moderate potential)","Joseph's work this quarter has been wholly acceptable. Whilst not excelling as highly as his contemporaries yet, Joseph is a consistent and reliable worker. With some guidance and assistance from his colleagues, I can see Joseph fulfilling a more important role within the workplace. Continued effort on his part to improve and take on criticism will only benefit his work.",FALSE,FALSE,4,373,4,1,1,train
370,Jade Mason,"Category 5: 'Core Player' (Moderate performance, Moderate potential)","Jade is a solid worker who always holds her own. While she does not excel in any field she consistently completes high quality work.
She is also a solid learner  and has the potential to improve her skills if given the opportunity.  She is a strong middle of the pack employee with the potential to improve further with experience.",FALSE,FALSE,4,331,4,1,1,train
372,Jade Mason,"Category 5: 'Core Player' (Moderate performance, Moderate potential)",Jade Mason is a well respected in his field of study. Tomorrow Jade will be receiving his degree. His most notable work has been done in the scientific field of Astronomy. This will an exciting time for jim as he has studied his whole life to become the leader in the field.,FALSE,FALSE,4,274,4,1,1,train
374,Jade Mason,"Category 5: 'Core Player' (Moderate performance, Moderate potential)","Jade has been one of the key players in our team this quarter. Jade keeps all of the main team members informed on jobs we are working on. Jade's reluctant to offer new ideas but always improves in what is presented by other team members. In time, I feel Jade could become a top team member.",FALSE,FALSE,4,291,4,1,1,train
376,Finlay Gardner,"Category 5: 'Core Player' (Moderate performance, Moderate potential)","Finlay has shown a work ethic and drive consistent with what we expect from our team. While they don't look to expand far outside their sphere of responsibilities, they consistently deliver results. We've seen an uptick in work quality and efficiency with them, though it isn't what we expect from someone we're searching to fast-track higher in the company. Finlay is a great member of the team but I do not believe they are suitable for promotion or advancement at this time or in the near future.",TRUE,TRUE,4,499,4,1,1,train
369,Joseph Cook,"Category 5: 'Core Player' (Moderate performance, Moderate potential)","Joseph is always responsive to my requests and adeptly tailors his reports to my feedback. His willingness to adapt his work is what makes him such a strong player on our team. He is humble and extremely receptive to making his work better by incorporating client input and revisions from more senior colleagues. I believe he still has some room to grow, however, because sometimes his reports have spelling errors and grammar mistakes. These are not a significant issue and they are relatively quick and easy to fix, so I believe he can make improvements to the quality of his work.",FALSE,FALSE,4,583,5,1,1,train
10028,Cristian Fleming,"Category 6: 'High Performer' (High performance, Moderate potential)","Mr. Fleming is a strong performer in his current position. He regularly completes assignments and duties per his job description. He can be counted on to perform at a high level. At present, Mr. Fleming demonstrates some potential for advancement within the company.",FALSE,FALSE,5,266,4,2,1,train
10026,Cristian Fleming,"Category 6: 'High Performer' (High performance, Moderate potential)","Christian Fleming performance this year has been exceptional. Christian has taken the time to learn, ask questions and quickly adapt to the task at hand and complete them in a timely manner. Christian's work ethic is second to none.  Always learning on the fly and enjoys working a team oriented environment.",FALSE,FALSE,5,308,4,2,1,train
10025,Cristian Fleming,"Category 6: 'High Performer' (High performance, Moderate potential)","Cristian has really great performance levels. However, his potential for long term success does not seem that promising. He is not always motivated, but when he is, he is fantastic. The problem is getting him motivated enough to to the job. I am not sure if that equates to a good team player. He may let the team down during critical moments when his performance is really needed. Overall, I think Cristian is a high performer, but not very reliable.",FALSE,FALSE,5,451,7,2,1,train
10024,Cristian Fleming,"Category 6: 'High Performer' (High performance, Moderate potential)","Cristian is an integral part of the team and is more of a senior member. With his experience, Cristian has the capability to take on more responsibility but doesn't seem to be proactively looking for the opportunity. Cristian is dutiful with his work and always delivers on time. Overall, Cristian is a significant individual contributor to the team and continues to excel.",FALSE,TRUE,5,373,4,2,1,train
663,Jamie Chandler,"Category 6: 'High Performer' (High performance, Moderate potential)","Jamie has delivered fantastic results. The work she submits is regularly better than the work of her colleagues, and she continues to seek feedback for her work. Jamie should continue to be monitored to determine whether or not she would be a good fit for a management position. She should seek to improve leadership skills, but it shouldn't be too difficult, since she has rapport with all her colleagues and has led many projects to success.",TRUE,TRUE,5,443,4,2,1,train
486,David Kelly,"Category 6: 'High Performer' (High performance, Moderate potential)","My coworker, David Kelly is very helpful in the workplace and is overall an amazing colleague. He completes his work in a timely fashion and maintains a high standard of quality for his work. He is able to perform extremely well and I would rate him an overall 6. His potential is slightly less impressive as he still does have room to grow.",FALSE,TRUE,5,341,4,2,1,train
485,David Kelly,"Category 6: 'High Performer' (High performance, Moderate potential)","David Kelly set a high water mark this quarter.  He was successful on 11 of 13 Motions for Summary Judgment, which included a motion for one of the firm's most important clients.  David, however, remains a lone-wolf, preferring to work alone while demanding constant recognition for his work.  He still struggles with interpersonal skills and, therefore, I am currently dispassionate about David's partnership track.",FALSE,FALSE,5,416,4,2,1,train
482,Natasha Richardson,"Category 6: 'High Performer' (High performance, Moderate potential)","Natasha has proven to be an effective worker. She consistently creates excellent work on time. Her performance within the company is very strong. However, we do not see her currently moving forward within the company at this time due to a number of issues that be discussed if requested.",FALSE,TRUE,5,287,4,2,1,train
476,Pedro David,"Category 6: 'High Performer' (High performance, Moderate potential)","Perdo has once again demonstrated his expertise within his team. With every task, he was able to quickly and thoroughly analyze the requirements and produce quality work that passed all test cases. Additionally, he responds well to feedback from peers as he internalizes it and self improves. Pedro is a great asset to this company as he also has demonstrated great capability in leading his entire team.",FALSE,FALSE,5,404,4,2,1,train
480,Natasha Richardson,"Category 6: 'High Performer' (High performance, Moderate potential)",Natasha Richardson is a hard worker. She completes tasks on time. She works well with the team. She is always willing to take on tasks asked of her. She does quality work in a timely manner.,FALSE,FALSE,5,190,5,2,1,train
478,Natasha Richardson,"Category 6: 'High Performer' (High performance, Moderate potential)",She always use to be awarded for her performance very often.  She is always committed to her duties. Her education and talent are not superior that she can be employed for higher role.  She uses to be excel in day to day activites.,FALSE,FALSE,5,231,4,2,1,train
475,Pedro David,"Category 6: 'High Performer' (High performance, Moderate potential)","Pedro has an incredible work ethic and that really shines whenever a client provides a last-minute assignment to us. Pedro is always the first to volunteer and one of the last to leave the office. I trust the work product that he puts out and know that I can rely on Pedro to review and edit others' work as well. However, Pedro has expressed hesitance to take on additional leadership roles so even though I believe he can take on incremental promotions I am slightly doubtful about whether he can move up to the director level.",FALSE,FALSE,5,529,4,2,1,train
481,Natasha Richardson,"Category 6: 'High Performer' (High performance, Moderate potential)","Natasha Richardson was a peak producer this quarter.  In addition to logging over 600 billable hours, Natasha's business contacts and interpersonal skills led to us securing Amazon as a new client.   I do, however, believe there is a strong likelihood that Natasha aspires to an in-house counsel job at Amazon. Consequently, I am tepid about her future here.",FALSE,TRUE,5,358,4,2,1,train
10069,Rachel Turner,"Category 6: 'High Performer' (High performance, Moderate potential)","Rachel is an excellent worker. She is organized, detail-oriented, and efficient. Rachel consistently seeks feedback and takes constructive criticism well. When something does not come easily to her, she perseveres until she is an expert.",FALSE,FALSE,5,237,4,2,1,train
10190,Noah Riley,"Category 6: 'High Performer' (High performance, Moderate potential)","Once again, Noah has proven his value on the team this quarter with contributions to several substantial projects. He is very reliable and has consistently beaten set timelines. Noah has certain areas of improvement in working more closely with team members and trusting decisions of other members. Despite these shortcomings, Noah is an impressive individual contributor.",FALSE,FALSE,5,372,4,2,1,train
10107,Toby Harvey,"Category 6: 'High Performer' (High performance, Moderate potential)","Toby Harvey, hired onto our Maintenance Operations unit this past fall, has been a great addition to the team. This has been indicated by his stellar record this quarter, successfully providing maintenance on various industry appliances adding up to an average of 20 appliances per shift. He also seems to get along great with his co-workers, displays some leadership ability, and goes above and beyond in terms of quality and timeliness of task completion. While he has struggled on very few occasions to fix some difficult appliances, he is persistent and I wish him all the best going forward.",FALSE,FALSE,5,596,4,2,1,train
20019,Max Miller,"Category 6: 'High Performer' (High performance, Moderate potential)","Max Miller is a valuable member of our marketing team. Successfully meeting deadlines and submitting quality work on marketing materials for various key products, Max continues to prove himself as a tremendous employee. Though late to some meetings and having some ""far out there"" ideas and marketing material, he isn't afraid to think outside the box. I have little concern for his future success in our company.",TRUE,TRUE,5,413,4,2,1,train
20222,Deon Griffith,"Category 6: 'High Performer' (High performance, Moderate potential)","Deon shows up to work on time, if not ten minutes before his shift begins. His attendance record is impressive, and he has yet to call out sick. He offers to take on any task, regardless if it's within his own department. It's admirable how eager he is to contribute. Unfortunately, it seems that he has a temporary role here.  Unless he is willing to continue to further his education by taking recommended classes, he may not fit the company for long-term growth.",TRUE,TRUE,5,465,6,2,1,train
20012,Scott Phillips,"Category 6: 'High Performer' (High performance, Moderate potential)",Scott is a working machine. He does everything and above and beyond. He doesn't have the skills to be a leader due to his lack of judgment. Overall an excellent employee.,TRUE,TRUE,5,170,4,2,1,train
10224,Thaddeus Burgess,"Category 6: 'High Performer' (High performance, Moderate potential)","Thaddeus is our rock. In a meeting, he is the calm in the storm. HE is able to jump on board any project and perform adequately. He is exactly where he needs to be.",TRUE,TRUE,5,164,4,2,1,train
10191,Noah Riley,"Category 6: 'High Performer' (High performance, Moderate potential)","Noah Riley is an employee with amazing performance. He is very valued in our company. He performs consistently and promptly in every task we give him and does great work. We would like to see a little more drive behind his actions, everything else is absolutely perfect.",FALSE,FALSE,5,270,4,2,1,train
10106,Toby Harvey,"Category 6: 'High Performer' (High performance, Moderate potential)",Toby Harvey is the best of the best at the team. He has shown he can finish a task to a very high level. We hope that with further work he can achieve great things. It is with nurture he will develop. A valuable member to the team we would like to give him the best chance.,FALSE,FALSE,5,273,5,2,1,train
10189,Noah Riley,"Category 6: 'High Performer' (High performance, Moderate potential)","Noah Riley brings hard work and dedication everyday to work. Noah is a team player capable of independent work. Additionally, he has been punctual the entire time being here. Lastly, he is just a joy to be around.",FALSE,FALSE,5,213,4,2,1,train
10185,Logan Russell,"Category 6: 'High Performer' (High performance, Moderate potential)",Logan is a valuable asset of our team. She is a very reliable person. Her work is always accurate and is done on time.  But she still can grow as a professional.,TRUE,TRUE,5,161,4,2,1,train
10152,Bethany Cunningham,"Category 6: 'High Performer' (High performance, Moderate potential)","Bethany Cunningham takes great pride in their work. They are very driven, and focused on the task at hand. They give their all in whatever they put their mind to. They have good potential. The work that Bethany produces is of good quality.",FALSE,FALSE,5,239,5,2,1,train
10150,Bethany Cunningham,"Category 6: 'High Performer' (High performance, Moderate potential)",Bethany exhibits great drive and motivation towards in her career. She completes tasks promptly and accurately with minimal to no errors. Bethany does show potential for some further growth within the company. Bethany could work to improve skills such as interpersonal relationships to further enhance her potential.,FALSE,FALSE,5,316,4,2,1,train
10149,Bethany Cunningham,"Category 6: 'High Performer' (High performance, Moderate potential)","Bethany shows great character and is very efficient in completing her daily tasks. She always ask questions to ensure she completes things in the proper manner. She also helps others in areas that she has mastered, showing she wants the company as a while to succeed. She tends to do things best when under direct supervision, yet can slack when working independent; so that is something we are working through with her at the moment to ensure she reaches her full potential!",FALSE,FALSE,5,475,4,2,1,train
10148,Bethany Cunningham,"Category 6: 'High Performer' (High performance, Moderate potential)","Bethany Cunningham is great at her job; she meets what is expected of her and beyond. This company would not function as smoothly as it does without her. Her attitude about increasing her knowledge of our field is concerning, though, she's more worried about her work life balance; that is, perform her duties and leave. She could move up, but I think she's just content with where she's at.",FALSE,TRUE,5,391,4,2,1,train
10134,Markus Mathews,"Category 6: 'High Performer' (High performance, Moderate potential)",Markus Mathews is a great worker. He has shown he can complete tasks with high level service. He has not yet proven his best work which as a team we are helping him improve. With further nurture we hope he will succeed.,FALSE,FALSE,5,219,4,2,1,train
10109,Toby Harvey,"Category 6: 'High Performer' (High performance, Moderate potential)","Toby is a real asset to the team. His volumes have been excellent and he is currently only behind the Regional Sales Manager. At this rate, I won't be surprise if he makes Regional Manager in another 3-6 months. A minor area of improvement would be team skill - I noticed that he has trouble collaborating virtually, but with the new instant messaging app, that shouldn't be an issue at all!",FALSE,FALSE,5,391,4,2,1,train
10187,Noah Riley,"Category 6: 'High Performer' (High performance, Moderate potential)","Noah has been showing higher numbers than almost anyone in the district, but I have noticed reluctance when dealing with customers. Noah should begin to pay more attention to the moods of customers that he is dealing with. If he can improve on this, and display  his natural confidence across the board, he will be one of our best workers in the district, and I am confident that he will be able to do so.",FALSE,TRUE,5,405,3,2,1,train
471,Angelica Peterson,"Category 6: 'High Performer' (High performance, Moderate potential)","Angelica is quite close to being a perfect employee. Her day-to-day work is exceptional, often standing out above the rest. She also has demonstrated some desire to want to continue to learn so she can grow beyond her current role. Overall, we are very fortunate to have her as a part of our organization.",FALSE,FALSE,5,305,4,2,1,train
484,David Kelly,"Category 6: 'High Performer' (High performance, Moderate potential)",David Kelly is an excellent worker. He completes tasks on time. He is always willing to take on any tasks that need to get done. He works well on a team. He always tries to go above and beyond.,FALSE,FALSE,5,193,5,2,1,train
438,David Kelly,"Category 6: 'High Performer' (High performance, Moderate potential)","David is my go-to employee whenever I need to get a report done at the last minute. I know he'll be able to deliver and produce results that are suitable for client review. I've never once needed to fact-check, copy-edit, or proofread his work since he's consistently so on top of all of these tasks. He has some room to continue growing since he's interested in softening his verbal communication skills and getting more involved in mentoring younger colleagues.",FALSE,TRUE,5,463,4,2,1,train
434,Pedro David,"Category 6: 'High Performer' (High performance, Moderate potential)",Pedro is a very friendly worker who gets along with most people. On top of that he tries to learn from his mistakes and generally responds well to feedback. It takes him a couple tries to learn new concepts but he tries his best. His work is always top notch quality and consistently exceeds my expectations.,FALSE,FALSE,5,308,4,2,1,train
433,Pedro David,"Category 6: 'High Performer' (High performance, Moderate potential)","I was very much pleased to work on few projects with Pedro David this year. I found him hardworking, skilful and very thorough in his work. I am fan of his collaborative work. He went to the next level to complete all projects efficiently and effectively. I will love to work with him again and highly recommend for any upcoming work. Thanks.",FALSE,FALSE,5,342,6,2,1,train
431,Angelica Peterson,"Category 6: 'High Performer' (High performance, Moderate potential)",Angelica Peterson has been a very hard worker in the past quarter. She has exceeded all company expectations. She is lacking in a few areas (giving eye contact while speaking with clients) but shows moderate potential to advance in this company.,FALSE,TRUE,5,245,3,2,1,train
430,Angelica Peterson,"Category 6: 'High Performer' (High performance, Moderate potential)","I'm very satisfied with the quality of work that I receive from Angelica. She's a real team player and is adept at coaching younger, less experienced colleagues when she collaborates with them on reports. She is a stickler for detail and I know I can rely on her to make sure that every report she generates is flawless. She still has some room left for growth, however, since her communication skills can be a bit abrupt. When I've mentioned this to her she has agreed and acknowledged that she will work on this issue. I am confident she can improve on her communication.",FALSE,FALSE,5,573,6,2,1,train
428,Dallas Whitehead,"Category 6: 'High Performer' (High performance, Moderate potential)","Dallas Whitehead is a joy to work with. He manages his time well, and is efficient. He seems excited to learn new tasks and is willing to take on new responsibilities. He is amiable and is a good member of the work team.",FALSE,FALSE,5,220,4,2,1,train
426,Dallas Whitehead,"Category 6: 'High Performer' (High performance, Moderate potential)","I've never once been unhappy with Dallas's work. Rather, I've come to count on him to serve as a senior mentor to all of his less-experienced colleagues, so that they can learn his tips and strategies for turning in flawless reports. He is incredibly detail-oriented and I appreciate that he takes the time and effort to make each report perfectly free of all typos and grammar issues. He still has a bit of room in which to improve since his business development skills could be developed further.",FALSE,FALSE,5,498,4,2,1,train
439,David Kelly,"Category 6: 'High Performer' (High performance, Moderate potential)",David Kelly has proven to be a great asset to this company. He works efficiency and thoroughly on every task he is given. He has room to improve but is already doing great. David maintains great communication with all employees.,FALSE,FALSE,5,228,4,2,1,train
424,Angelica Peterson,"Category 6: 'High Performer' (High performance, Moderate potential)","Angelica has proven to be quite excellent in her current role. Her numbers and results speak for themselves, and her attitude clearly suggests that she wants to be here. Moreover, she has shown some capacity for growth, but could use some additional training or experience in that regard. She most definitely has her current responsibilities down, and she might also be a decent candidate for taking on more.",FALSE,TRUE,5,408,4,2,1,train
421,Dallas Whitehead,"Category 6: 'High Performer' (High performance, Moderate potential)",Dallas Whitehead has shown a good and productive performance which has resulted in a good margin of profits for the company. He has shown a great enthusiasm in tasks where he has to learn but has proved to be great performer. He has proven to be a more reliable person because he has given the confidence to the management that any task he can complete on time.,FALSE,FALSE,5,361,3,2,1,train
415,Andrea Thomas,"Category 6: 'High Performer' (High performance, Moderate potential)",Andrea is one of the best workers at this company. She is always prompt when given an assignment and we can count on her to always get the job done. I will say one area Andrea struggles is the ability to be creative and innovative. Andrea is by the book and gets the job done. She's the kind of worker that can hold a company together.,TRUE,TRUE,5,335,5,2,1,train
414,Andrea Thomas,"Category 6: 'High Performer' (High performance, Moderate potential)",Ms. Thomas continually exceeds job expectations by turning in high quality work on a regular basis.  She meets deadlines and clearly understands the work.  She is a solid performer who should do well here.  A good member of the team.,FALSE,FALSE,5,233,4,2,1,train
237,Benjamin Roberts,"Category 6: 'High Performer' (High performance, Moderate potential)","Benjamin Roberts is a very solid coworker, he can always be relied upon to get tasks done on time. Benjamin is pleasant to work with as he is very punctual and to task. He is not one to be rushing to finish a task right before clocking out, nor does he waste time. Benjamin is a perfect fit for his current position.",TRUE,TRUE,5,316,4,2,1,train
423,Angelica Peterson,"Category 6: 'High Performer' (High performance, Moderate potential)","Angelica is a very good worker here. She does work on time and with high quality. A great team member, good at delegating, and fantastic at time management. She does not necessarily stand out from an aptitude standpoint, but she consistently delivers good results.",FALSE,FALSE,5,264,4,2,1,train
427,Dallas Whitehead,"Category 6: 'High Performer' (High performance, Moderate potential)","While working with Dallas Whitehead last year, I found him hard working and very thorough in his work. He has proved himself as an essential team member. He completed all his goals before time with little support from colleagues and manager.",FALSE,FALSE,5,241,3,2,1,train
